Source,Target
JayneJuvan,NBCNews
MSGPA,NBCNews
LannesBowl,haurry_stvlles
LannesBowl,NBCNews
JasonCalabretta,NBCNews
rokul59,NBCNews
KristiLuvsJesus,NBCNews
OhMyGOFF,msnbc
OhMyGOFF,NBCNews
Ivyprofessor,NBCNews
Ivyprofessor,cockatootommy
Melissa_Sis,RickMontanez
Melissa_Sis,NBCNews
Natalie14News,NBCNews
Natalie14News,Brandon14News
keithandersen3,OhMyGOFF
keithandersen3,msnbc
keithandersen3,NBCNews
sandro_au,SkyNewsAust
sandro_au,SkyBusiness
sandro_au,carsonscottLIVE
ranjeetverma,SkyNewsAust
ranjeetverma,SkyBusiness
ranjeetverma,carsonscottLIVE
64_black_shirt,SkyNewsAust
64_black_shirt,SkyBusiness
64_black_shirt,carsonscottLIVE
ArTallks,SkyNewsAust
ArTallks,SkyBusiness
ArTallks,carsonscottLIVE
JimLeonard,SkyNewsAust
JimLeonard,charlescwcooke
JimLeonard,SkyBusiness
JimLeonard,carsonscottLIVE
GusinSD,SkyNewsAust
GusinSD,SkyBusiness
GusinSD,carsonscottLIVE
sandro_au,SkyNewsAust
sandro_au,SkyBusiness
sandro_au,carsonscottLIVE
danielramosh,SkyNewsAust
danielramosh,SkyBusiness
danielramosh,carsonscottLIVE
themrsroyal,SkyNewsAust
themrsroyal,SkyBusiness
themrsroyal,carsonscottLIVE
sandro_au,SkyNewsAust
sandro_au,SkyBusiness
sandro_au,carsonscottLIVE
Moon_Melanie,SkyNewsAust
Moon_Melanie,SkyBusiness
Moon_Melanie,carsonscottLIVE
wombat953,cnni
ThinkKu,cnni
ThinkKu,CNN
raejacqueline,bevanshields85
4MrBreitbart,bevanshields85
mrbenjaminlaw,bevanshields85
1973Bollers,bevanshields85
1973Bollers,mrbenjaminlaw
bevanshields85,TheDavidStevens
zouisyum,bevanshields85
DAJSamarasinghe,bevanshields85
laschwill,bevanshields85
thehugheslady,bevanshields85
TheDavidStevens,bevanshields85
sewo10,bevanshields85
sewo10,MWhalan
KSMGroup,bevanshields85
Favstar250,bevanshields85
atom_street,bevanshields85
atom_street,johnwinyu
AmyFeldtmann,bevanshields85
jeff_lukk,bevanshields85
TweetThisBabe,bevanshields85
LarneLoudmouth,bevanshields85
LarneLoudmouth,TheOncoming
_amroali,newscomauHQ
Engerlandm8,newscomauHQ
Engerlandm8,neontaster
angrysocialst,newscomauHQ
angrysocialst,mirandadevine
BlartieLove,kristi_in_heels
MsPhenom,BlartieLove
ClareSidoti,MsPhenom
ClareSidoti,BlartieLove
thenicoleclarke,newscomauHQ
HossamIbrahimau,newscomauHQ
angrysocialst,newscomauHQ
angrysocialst,mirandadevine
newscomauHQ,BlartieLove
louisa_macafee,newscomauHQ
ukgirlinsf,newscomauHQ
hbgmobile,newscomauHQ
pauljc26,BlartieLove
pauljc26,newscomauHQ
BlartieLove,pauljc26
BlartieLove,newscomauHQ
pauljc26,BlartieLove
BlartieLove,newscomauHQ
BlartieLove,kristi_in_heels
LizannV,newscomauHQ
myhartoistaken,gleek
myhartoistaken,newscomauHQ
gleek,newscomauHQ
PAlocalcivics,AP
ASSTnews,zclove2bme
ASSTnews,AP
MatthewWTVY,AP
eliot_meredith,Alain_Verse
eliot_meredith,bloghommelibre
eliot_meredith,AP
Gareth_Narunsky,AP
bloghommelibre,AP
bloghommelibre,eliot_meredith
Alain_Verse,bloghommelibre
Alain_Verse,AP
Alain_Verse,eliot_meredith
brh1964,AP
brh1964,SenFeinstein
bloghommelibre,eliot_meredith
bloghommelibre,AP
joshg_TV,AP
Nick_617,AP
anon7388,AP
eliot_meredith,bloghommelibre
eliot_meredith,AP
Corp_Consult,AP
eliot_meredith,Alain_Verse
eliot_meredith,bloghommelibre
eliot_meredith,AP
redpainter1234,AP
redpainter1234,YouSuckAtGolf
redpainter1234,AP
zclove2bme,AP
eliot_meredith,bloghommelibre
eliot_meredith,AP
ASSTnews,zclove2bme
ASSTnews,AP
eliot_meredith,bloghommelibre
eliot_meredith,AP
YouSuckAtGolf,AP
Blowpobbs,AP
karlaag03,AP
XacaXulu,AP
XacaXulu,FoolishReporter
eliot_meredith,Alain_Verse
eliot_meredith,bloghommelibre
eliot_meredith,AP
zclove2bme,ASSTnews
zclove2bme,AP
toumansixx,Em_Zee94
toumansixx,Joseph_M20
toumansixx,RT_com
toumansixx,Em_Zee94
toumansixx,Joseph_M20
Joseph_M20,toumansixx
Joseph_M20,RT_com
johnthecoptic,RT_com
toumansixx,Em_Zee94
toumansixx,Joseph_M20
toumansixx,Joseph_M20
toumansixx,RT_com
XamJo,RT_com
toumansixx,onthedodge
toumansixx,Joseph_M20
toumansixx,RT_com
toumansixx,Em_Zee94
toumansixx,onthedodge
toumansixx,Joseph_M20
toumansixx,RT_com
toumansixx,Em_Zee94
toumansixx,Joseph_M20
Em_Zee94,toumansixx
babicigor,RT_com
TheSuperDee,RT_com
Joseph_M20,RT_com
toumansixx,Em_Zee94
Em_Zee94,toumansixx
Em_Zee94,toumansixx
Em_Zee94,Joseph_M20
Em_Zee94,RT_com
KingArthur_2014,RT_com
toumansixx,Em_Zee94
toumansixx,Joseph_M20
rinku418,RT_com
Em_Zee94,toumansixx
Em_Zee94,Joseph_M20
toumansixx,Joseph_M20
toumansixx,RT_com
toumansixx,Em_Zee94
sphericon,RT_com
toumansixx,Em_Zee94
onthedodge,toumansixx
onthedodge,Joseph_M20
onthedodge,RT_com
toumansixx,Joseph_M20
toumansixx,onthedodge
toumansixx,RT_com
toumansixx,Em_Zee94
GreenZoneEarth,RT_com
toumansixx,Em_Zee94
onthedodge,toumansixx
onthedodge,Joseph_M20
onthedodge,RT_com
toumansixx,Em_Zee94
toumansixx,Joseph_M20
toumansixx,RT_com
toumansixx,Joseph_M20
toumansixx,Joseph_M20
toumansixx,RT_com
toumansixx,onthedodge
toumansixx,Joseph_M20
toumansixx,RT_com
toumansixx,Em_Zee94
toumansixx,Joseph_M20
toumansixx,RT_com
LeslieFeffer,JAXON_CAPITAL
LeslieFeffer,nypost
fuggenduffy,nypost
fuggenduffy,CNBC
slh7477,nypost
plzspeakoutnow,nypost
JAXON_CAPITAL,LeslieFeffer
JAXON_CAPITAL,nypost
wild_honey8,nypost
rickschad,nypost
JAXON_CAPITAL,nypost
Mononoke__Hime,nypost
rickfiene,nypost
jackmiller2909,nypost
LeslieFeffer,JAXON_CAPITAL
LeslieFeffer,nypost
JAXON_CAPITAL,LeslieFeffer
JAXON_CAPITAL,nypost
BigBenUTexas,nypost
iAmM4rgauX,cnni
rajg777,cnni
rajg777,CNN
rajg777,BreakingNewsKE
rajg777,Gurmeetramrahim
rajg777,MSGTheFilm
haurry_stvlles,cnni
rajg777,cnni
rajg777,CNN
rajg777,BreakingNewsKE
rajg777,Gurmeetramrahim
rajg777,MSGTheFilm
rajg777,cnni
rajg777,CNN
rajg777,BreakingNewsKE
rajg777,Gurmeetramrahim
rajg777,MSGTheFilm
LannesBowl,haurry_stvlles
LannesBowl,cnni
rajg777,cnni
rajg777,CNN
rajg777,BreakingNewsKE
rajg777,Gurmeetramrahim
rajg777,MSGTheFilm
Gamukamajoseph,cnni
AhmedAElsisi,cnni
rajg777,cnni
rajg777,CNN
rajg777,BreakingNewsKE
rajg777,Gurmeetramrahim
rajg777,MSGTheFilm
rajg777,cnni
rajg777,CNN
rajg777,BreakingNewsKE
rajg777,Gurmeetramrahim
rajg777,MSGTheFilm
rajg777,cnni
rajg777,CNN
rajg777,BreakingNewsKE
rajg777,Gurmeetramrahim
rajg777,MSGTheFilm
rajg777,cnni
rajg777,CNN
rajg777,BreakingNewsKE
rajg777,Gurmeetramrahim
rajg777,MSGTheFilm
rajg777,cnni
rajg777,CNN
rajg777,BreakingNewsKE
rajg777,Gurmeetramrahim
rajg777,MSGTheFilm
Brittany_Uter,cnni
cnohan,cnni
AhmedAElsisi,cnni
rajg777,cnni
rajg777,CNN
rajg777,BreakingNewsKE
rajg777,Gurmeetramrahim
rajg777,MSGTheFilm
SalPacino6,cnnbrk
FaithBased92,PXPPXT
FaithBased92,cnnbrk
ChristineStergi,cnnbrk
universe93,PeacePiper
poorolrich,cnnbrk
jerichopueblo17,cnnbrk
TheRealGerk,cnnbrk
trixywh,cnnbrk
1wiseninja,cnnbrk
1wiseninja,1wiseninja
TheRealGerk,FaithBased92
TheRealGerk,cnnbrk
FaithBased92,TheRealGerk
FaithBased92,cnnbrk
PeacePiper,cnnbrk
10010001001,cnnbrk
hd_aldeggs,cnnbrk
kyleroberson987,cnnbrk
PeacePiper,universe93
PeacePiper,cnnbrk
tvluck22,PXPPXT
tvluck22,cnnbrk
FaithBased92,TheRealGerk
FaithBased92,cnnbrk
FaithBased92,sripada101
FaithBased92,NBCNews
INTJ_SOCIOPATH,NBCNews
brigadam,sripada101
brigadam,NBCNews
YouSuckAtGolf,NBCNews
VJMachiavelli,NBCNews
FaithBased92,sripada101
FaithBased92,NBCNews
arcop3,NBCNews
arcop3,cottonr
Lex_491,NBCNews
cjharrispretzer,NBCNews
cjharrispretzer,RobArcher
brigadam,sripada101
brigadam,NBCNews
AtomicImprov,NBCNews
AtomicImprov,CordieMendoza
sripada101,FaithBased92
sripada101,NBCNews
1dcat,NBCNews
sripada101,NBCNews
smashzoom,NBCNews
FaithBased92,sripada101
FaithBased92,NBCNews
JonUPS_,NBCNews
ReddingWriting,NBCNews
Invisible_hues,1dcat
Invisible_hues,NBCNews
Ozetty,NBCNews
1dcat,Invisible_hues
1dcat,NBCNews
jillz055,AJENews
TigerLulu,AJENews
EliasChinemo,AJENews
Juzmon,AJENews
Msdmurph,AJENews
Ameritradition,AJENews
stylesnstufff,AusNewsNetwork
MissAgneP,AusNewsNetwork
michhelleex,AusNewsNetwork
idideat4414505,AusNewsNetwork
hampasloupa,AusNewsNetwork
josiexanderson,AusNewsNetwork
moniquedalby,AusNewsNetwork
polentamcphee,AusNewsNetwork
polentamcphee,richellecox
CrisJaymes,AusNewsNetwork
curlyIoser,AusNewsNetwork
curlyIoser,1954slwt
mphorner,AusNewsNetwork
mphorner,1000FormsOfGlen
alliepeters69,AusNewsNetwork
Mamuniho,AusNewsNetwork
1954slwt,curlyIoser
1954slwt,AusNewsNetwork
dopey_doodles,AusNewsNetwork
scottamylola,AusNewsNetwork
scottamylola,Eagle_Vision
janeadelle,mashable
bbrewin,mashable
jalak,mashable
neeeda,mashable
brant,neeeda
dariasteigman,Paul_Murton
rickeyre,mashable
pixie1212,mashable
k_heetland,mashable
jeremy_BAY,mashable
sarstewart,mashable
jaselynch,mashable
jaselynch,techAU
jayquu,mashable
jayquu,Uber
AZRod,mashable
DainFitzgerald,mashable
meCatarina,mashable
Paul_Murton,Uber_Sydney
Paul_Murton,mashable
noboredghosts,thiscassgirl
thiscassgirl,mashable
techAU,jaselynch
CorrellioRedux,abcnews
CorrellioRedux,TurnbullMalcolm
RDekuyp,abcnews
ardmorelad,newscomauHQ
ardmorelad,ljayes
snowleopardess,ScarlettBeavis
snowleopardess,newscomauHQ
jessicabox,newscomauHQ
dickybeacholdie,newscomauHQ
ScarlettBeavis,snowleopardess
alancroftsy,newscomauHQ
dickybeacholdie,newscomauHQ
ScarlettBeavis,newscomauHQ
ScarlettBeavis,snowleopardess
lowlux969,newscomauHQ
Petchary,newscomauHQ
Petchary,dooley_dooley
biancabritton,newscomauHQ
amanda_m00re,DailyMailAU
nycsouthpaw,DailyMailAU
nycsouthpaw,DailyMail
Richard79612018,DailyMailAU
1Ronzee,DailyMailAU
liambascombe85,DailyMailAU
DiegoMonsteer,DailyMailAU
DiegoMonsteer,DailyMailUK
mariecamilleh,DailyMailAU
111WLVRN111,DailyMailAU
cairnmont,DailyMailAU
cairnmont,MailOnline
BettingsLinks,DailyMailAU
BettingsLinks,DailyMailUK
sandywarr,DailyMailAU
blackandroid3,RT_com
junitachristan,RT_com
nowickowa1,RT_com
NZUSLegal,RT_com
NZUSLegal,ResoNews
Kybeline,RT_com
Adaya77,RT_com
androidru2,RT_com
allahispeace,duncr
allahispeace,RT_com
JackMcBegsack,RT_com
duncr,RT_com
rt0ur,RT_com
dalejrfanforevr,RT_com
sachinkarki,smh
queernaut,smh
eilish_O,smh
heidi_helen,smh
heidi_helen,nswpolice
narayanappacm,smh
SammMedina,smh
adrianfranco90,smh
DennisVervoort,smh
DennisVervoort,HermanvdZandt
DennisVervoort,SeriousRequest
ellerich17,SirUsiee
ellerich17,Telegraph
DogruYolBaris,Telegraph
katmancon,Telegraph
PLPOM,Telegraph
SirUsiee,Telegraph
tracysolomon,Telegraph
SirUsiee,ellerich17
DodiePrill,Telegraph
carolinebytes,Telegraph
hyndemind,Telegraph
umar9714,Telegraph
umar9714,ellerich17
DavidBegnaud,Telegraph
DonatoPei,Telegraph
jamesladd,Telegraph
Mr_Ominous,Telegraph
chefacastro,Telegraph
MaghrebiTaher,Telegraph
umar9714,Telegraph
umar9714,ellerich17
Woahs_,PzFeed
PapaSwamp,PzFeed
seanvr,PzFeed
RH_Concepts,TristanGHill
RH_Concepts,PzFeed
IntGalSmuggler,PzFeed
_Scoracek,PzFeed
DoomMagician,PzFeed
JAY2DA3_NT,PzFeed
TristanGHill,PzFeed
AceXprt,PzFeed
Its_just_jas,hausofJazzy
AdrianNCF,PzFeed
onikallah,pinkfrislay
onikallah,PzFeed
hausofJazzy,PzFeed
_MissRandi,PzFeed
krom1781,PzFeed
bigshitxtalker,PzFeed
livingnBoston,PzFeed
KAL301,PzFeed
Lord_Infamous,krom1781
anthonysegaert7,PzFeed
Sam_Bam_xo,bigshitxtalker
Sam_Bam_xo,PzFeed
onika420,pinkfrislay
onika420,PzFeed
hausofJazzy,Its_just_jas
SpuhBruh,PzFeed
Atwitisborn,PzFeed
Its_just_jas,hausofJazzy
pinkfrislay,PzFeed
HayleeQuinnn,PzFeed
GetsThruBuckner,PzFeed
march01april,SkyNews
JoeTobo,SkyNews
Pattytolk,CornaDirks
Pattytolk,SkyNews
Pattytolk,geertwilderspvv
guscat1970,SkyNews
Timmychooshoe,SkyNews
costahaji,SkyNews
Toffeemanowen,SkyNews
Lilywhite1976,SkyNews
andreadankbr,SkyNews
andreadankbr,geertwilderspvv
ljnicholls74,SkyNews
MikeTilbury,SkyNews
huzifuzi,Toffeemanowen
huzifuzi,SkyNews
asifpandor,SkyNews
fernihurst,SkyNews
SajS4j,costahaji
LostinStGeorge,SkyNews
LostinStGeorge,CzarZellem
CornaDirks,SkyNews
CornaDirks,geertwilderspvv
Toffeemanowen,huzifuzi
ScarlattiBomba,SkyNews
ScarlattiBomba,geertwilderspvv
GrammerCops,cnni
starfoxx10,cnni
emalaite,cnni
pierrelaba,cnni
DwightStegall,cnni
sameerandrabi,cnni
KingMasterbot,Jibzz_
KingMasterbot,cnni
NOWARFORISRAEL,cnni
NOWARFORISRAEL,AllenCNN
NOWARFORISRAEL,vausecnn
RealDanSungSa,cnni
RealDanSungSa,tiger6300
rsidhu1972,sameerandrabi
rsidhu1972,cnni
jdkelley7,cnni
starfoxx10,cnni
NOWARFORISRAEL,cnni
NOWARFORISRAEL,CNN
NOWARFORISRAEL,ljayes
hellenihn,GrammerCops
hellenihn,cnni
_shaktimaan,cnni
al_rashde,cnni
x_ILY_x,appljaxe
hellenihn,pierrelaba
hellenihn,cnni
Louis__Alexandr,cnni
Louis__Alexandr,patriciajaniot
Louis__Alexandr,NicolasMaduro
appljaxe,cnni
rsidhu1972,sameerandrabi
rsidhu1972,cnni
tiger6300,cnni
tiger6300,RebelMouse
percysnails,cnni
tomeklaskus,cnni
Motimimi,irwin_93
Motimimi,notatroll255
irwin_93,Motimimi
irwin_93,notatroll255
UkThom,Channel4News
Motimimi,irwin_93
irwin_93,Motimimi
irwin_93,notatroll255
irwin_93,Channel4News
irwin_93,Motimimi
irwin_93,notatroll255
UkThom,Channel4News
Motimimi,irwin_93
Motimimi,notatroll255
Motimimi,Channel4News
Hannibalum,GhostRiderRadio
Hannibalum,Channel4News
Motimimi,notatroll255
Motimimi,Channel4News
stuhirst,GhostRiderRadio
stuhirst,Channel4News
Motimimi,irwin_93
notatroll255,Channel4News
irwin_93,Motimimi
irwin_93,notatroll255
Motimimi,Serkyboy1
Motimimi,irwin_93
Motimimi,notatroll255
Motimimi,Channel4News
GhostRiderRadio,Channel4News
barneytotos,Channel4News
irwin_93,Motimimi
Motimimi,irwin_93
Motimimi,notatroll255
Motimimi,Channel4News
Serkyboy1,Motimimi
Serkyboy1,irwin_93
Serkyboy1,notatroll255
Kekapukainohea,Andrew_Denney
Kekapukainohea,WickedDreamer
ThereseStellino,Andrew_Denney
ThereseStellino,channeltennews
ThereseStellino,dominicstellino
streamlives,Andrew_Denney
streamlives,CAllstadt
TinfoilTricorn,Andrew_Denney
katethegreat53,BBCBreakfast
PallaviSingbal,BBCBreakfast
PallaviSingbal,BBCNews
MarkRedVan,BBCBreakfast
MarkRedVan,BBCNews
neilbrookes90,BBCBreakfast
redpuppydog,GoldKonig
redpuppydog,BBCBreakfast
redpuppydog,BBCNews
GoldKonig,BBCBreakfast
GoldKonig,BBCNews
GoldKonig,redpuppydog
GoldKonig,BBCBreakfast
GoldKonig,BBCNews
redpuppydog,GoldKonig
redpuppydog,BBCBreakfast
redpuppydog,BBCNews
tonybaloni1964,BBCBreakfast
tonybaloni1964,BBCNews
stephentoon589,BBCBreakfast
stephentoon589,BBCNews
askfaber,BBCBreakfast
askfaber,BBCNews
askfaber,BBCr4today
Vicki0417,BBCBreakfast
GoldKonig,redpuppydog
gideonsway,BBCBreakfast
gideonsway,BBCNews
Angelique_Pomme,BBCBreakfast
Angelique_Pomme,BBCNews
redpuppydog,GoldKonig
gabrielsakal,AJENews
somedaybitch,AJENews
somedaybitch,seanagnew
JamiaStarheart,AJENews
kalkhelaifi,AJENews
seanagnew,somedaybitch
gabrielsakal,ugur_tezcan
gabrielsakal,AJENews
gabrielsakal,intelwire
ugur_tezcan,AJENews
ugur_tezcan,intelwire
somedaybitch,seanagnew
GMOisKillingYou,AJENews
