Source,Target
RobertWLaws,Armee_de_lair
RobertWLaws,Missilito
GuardedDon,willambeIli
GuardedDon,EliotHiggins
GuardedDon,Armee_de_lair
GuardedDon,Missilito
TheSarahBassett,willambeIli
TheSarahBassett,Armee_de_lair
TheSarahBassett,Missilito
ottokleff,willambeIli
ottokleff,Missilito
ottokleff,EliotHiggins
willambeIli,ottokleff
willambeIli,Armee_de_lair
willambeIli,Missilito
willambeIli,EliotHiggins
GuardedDon,willambeIli
GuardedDon,EliotHiggins
GuardedDon,Armee_de_lair
GuardedDon,Missilito
willambeIli,Armee_de_lair
willambeIli,Missilito
willambeIli,DavidFalt
willambeIli,EliotHiggins
willambeIli,Armee_de_lair
willambeIli,Missilito
awdnewsgerman,RT_com
aligatorsha,dw_english
awdnewsgerman,WSJ
doorslaer,WSJ
victordcl,RT_com
victordcl,jatirado
victordcl,ActuSecours
victordcl,CNNEE
castricy,henkvaness
castricy,RT_com
castricy,ActuSecours
henkvaness,RT_com
henkvaness,ActuSecours
cp24co,RT_com
cp24co,ActuSecours
TopRT_PK,RT_com
TopRT_PK,ActuSecours
JMTV,NBCNews
venugopalboddu,NBCNews
TwoLinnWay,NBCNews
TwoLinnWay,vwarrenon7
Angie273687,NBCNews
Angie273687,SquawkCNBC
KelseyFabian,NBCNews
CorralCarina,NBCNews
DPL_Richard,airlivenet
DPL_Richard,planefinder
Heinze_Dep,CRWjay
broaaaa,airlivenet
broaaaa,planefinder
CRWjay,airlivenet
Winni3Knows,airlivenet
AidanEllison94,airlivenet
miryam_hypolito,Telegraph
miryam_hypolito,H_E_Samuel
roenick371,Telegraph
roenick371,H_E_Samuel
LoriPrichard,Telegraph
LoriPrichard,H_E_Samuel
Knights22,Telegraph
Knights22,H_E_Samuel
MWmDenis,TODAYshow
stefanalex60,TODAYshow
CB_LovesMoney,TODAYshow
CB_LovesMoney,SquawkStreet
CarZumer,TODAYshow
CarZumer,CarZumer
JenniferReyna,TODAYshow
DrPepper61,TODAYshow
aleksandarmaks6,TODAYshow
LaurenDarlin19,TODAYshow
pattybgood430,SamJoseph904
drika112,CNNVideo
drika112,OutFrontCNN
ReignOfRevan,CNNVideo
ReignOfRevan,CNN
ReignOfRevan,OutFrontCNN
Kids_Schoolbus,SamJoseph904
Kids_Schoolbus,pattybgood430
Rick244,CNNVideo
Rick244,OutFrontCNN
pattybgood430,Kids_Schoolbus
pattybgood430,SamJoseph904
Kids_Schoolbus,pattybgood430
Kids_Schoolbus,SamJoseph904
pattybgood430,Kids_Schoolbus
pattybgood430,SamJoseph904
Kids_Schoolbus,SamJoseph904
Kids_Schoolbus,pattybgood430
pattybgood430,SamJoseph904
SamJoseph904,Kids_Schoolbus
SamJoseph904,pattybgood430
acorte09,CNNVideo
acorte09,CNN
acorte09,OutFrontCNN
SamJoseph904,CNNVideo
SamJoseph904,CNN
SamJoseph904,OutFrontCNN
SamJoseph904,pattybgood430
jossylove5,SamJoseph904
jossylove5,CNNVideo
jossylove5,CNN
jossylove5,OutFrontCNN
ozodirustam,CNNVideo
ozodirustam,CNN
ozodirustam,OutFrontCNN
Manresapoint,CNNVideo
Manresapoint,CNN
Manresapoint,OutFrontCNN
AdamskiTomasz,eucopresident
LenaSomewhere,eucopresident
LenaSomewhere,evastaxin
Diplomacy140,eucopresident
BartkPawlowski,eucopresident
FabriziSem,eucopresident
TobyNicol,meganspecia
TobyNicol,planefinder
TobyNicol,germanwings
dmsaga,meganspecia
insightz,meganspecia
insightz,germanwings
insightz,mashable
imJr19,meganspecia
imJr19,mashable
imJr19,lufthansa
kami2thesky,meganspecia
kami2thesky,germanwings
shaileshzala21,meganspecia
shaileshzala21,mashable
shaileshzala21,germanwings
babyboomer1a1,insightz
babyboomer1a1,meganspecia
babyboomer1a1,germanwings
babyboomer1a1,mashable
guerrerobueno,meganspecia
guerrerobueno,mashable
guerrerobueno,germanwings
harshmk1980,meganspecia
harshmk1980,germanwings
Everhooder,meganspecia
SardisGazette,meganspecia
SardisGazette,mashable
SardisGazette,germanwings
DekaT42,BBCBreaking
HussainMourad,BBCBreaking
HussainMourad,benabyad
HussainMourad,PalFest
LijoAbrahamN,BBCBreaking
EbolaPhone,annaholligan
MasterSwiiift,BBCBreaking
EbolaPhone,annaholligan
EbolaPhone,juliamacfarlane
BeetisBrown,BBCBreaking
nat_hedley,BBCBreaking
ScottOfTheRiver,BBCBreaking
bethany_elle,BBCBreaking
Dpagnozzi143,BBCBreaking
Daisy_Daydream,BBCBreaking
sazzy_ox,BBCBreaking
TinaSharmaT,BBCBreaking
Lostritaurie,BBCBreaking
annaholligan,EbolaPhone
annaholligan,juliamacfarlane
ryeandwry,BBCBreaking
EbolaPhone,juliamacfarlane
somjijuma,BBCBreaking
annaholligan,BBCBreaking
JQuerton,planefinder
JQuerton,Missilito
Fly_Westbeach,planefinder
JQuerton,planefinder
JQuerton,Missilito
MWmDenis,planefinder
MWmDenis,Lebeaucarnews
MWmDenis,TODAYshow
MWmDenis,msnbc
MWmDenis,Morning_Joe
MWmDenis,tomcostellonbc
AirlineFlyer,planefinder
Italiankiwiblog,MargieMiklas
Italiankiwiblog,CNN
Ranask35,reaves_kathy
Ranask35,CNN
Gentle_58,CNN
MMW_Design,CNN
PepitoBarahona,CNN
Ranask35,Gentle_58
Ranask35,CNN
MargieMiklas,CNN
Mogul_Mentality,CNN
MMW_Design,CNN
CamiloDeza,CNN
mckenna_keil,CNN
reaves_kathy,CNN
MzGagaMinaj,CNN
engineersworld,CNN
BonarDoug,CNN
Tomlinfuck,CNN
isma_mans,CNN
gkermmm,CNN
JudithShamian,CNN
LindaMcgregor10,CNN
whatupdes,CNN
CarlinCoronel,CNN
shinatemidayo,AJENews
iKipkoech,AJENews
iKipkoech,lufthansa
iKipkoech,Airbus
iKipkoech,ECiotti
iKipkoech,germanwings
saidnasser69gm1,NesliLoren
saidnasser69gm1,FoxNews
greakat3,FoxNews
Verona83,FoxNews
Verona83,AmericaNewsroom
Verona83,BillHemmer
Verona83,marthamaccallum
john123tek,FoxNews
NesliLoren,FoxNews
NesliLoren,saidnasser69gm1
NesliLoren,FoxNews
maryjones1417,FoxNews
saidnasser69gm1,NesliLoren
saidnasser69gm1,FoxNews
NesliLoren,saidnasser69gm1
NesliLoren,FoxNews
saidnasser69gm1,NesliLoren
saidnasser69gm1,FoxNews
NesliLoren,saidnasser69gm1
NesliLoren,FoxNews
saidnasser69gm1,NesliLoren
saidnasser69gm1,FoxNews
kittykatlaw67,FoxNews
kittykatlaw67,ShepNewsTeam
JerseyShorZ,FoxNews
saidnasser69gm1,NesliLoren
saidnasser69gm1,FoxNews
saidnasser69gm1,NesliLoren
saidnasser69gm1,FoxNews
NesliLoren,saidnasser69gm1
NesliLoren,FoxNews
saidnasser69gm1,NesliLoren
saidnasser69gm1,FoxNews
hollandawards,TorontoStar
CottiniMarzia,TorontoStar
Gjallarhorns,SkyNews
pennyham,SkyNews
Ricardo_Bald,airlivenet
Ricardo_Bald,SkyNews
jamesstevens22,airlivenet
Boyde11,airlivenet
Boyde11,SkyNews
TheMattNuttall,SkyNews
Rockchic65,Ricardo_Bald
Rockchic65,airlivenet
Rockchic65,SkyNews
airlivenet,SkyNews
airlivenet,airlivenet
theworldismyAOI,SkyNews
theworldismyAOI,ricdaza
dannldubbs,airlivenet
dannldubbs,SkyNews
keelingover,airlivenet
keelingover,SkyNews
alexandragunn,SkyNews
cassidygerrard,SkyNews
GEMC_Ricky,AC360
LASTSOUNDBENDER,AC360
achyutapc,AC360
IowaRose2009,AC360
EybertD,AC360
Ella_mc_,AC360
multesimus,AC360
Doctor_Kazzi,AC360
mmayrising,LASTSOUNDBENDER
mmayrising,AC360
patriciolynch,AC360
tyuirhjk,LASTSOUNDBENDER
tyuirhjk,AC360
missy9806,AC360
Oxendrek,AC360
Oxendrek,mrsunlawyer
stoutmoose,AC360
stoutmoose,JustinGreen
Tbo72,FlySWISS
Tbo72,Flight94Team
Tbo72,germanwings
Tbo72,lufthansa
Tbo72,SelfUNSA
Tbo72,FlySWISS
Tbo72,Flight94Team
Tbo72,germanwings
Tbo72,lufthansa
Tbo72,SelfUNSA
RobMcGuire4,Independent
TheJanSimpson,Independent
jolwanga,Independent
RobMcGuire4,TheJanSimpson
RobMcGuire4,Independent
awdnewsgerman,Independent
TheJanSimpson,RobMcGuire4
TheJanSimpson,Independent
EtGabri,Independent
RobMcGuire4,Independent
RobMcGuire4,TheJanSimpson
RobMcGuire4,Independent
bluebell2009,Independent
ChazJFox,Independent
ChazJFox,AmyLouiseHanna
jamesPBLA,Independent
marygrow1212,thejensie
angelicfreda4u,thejensie
hopkins_anita12,thejensie
amieewhitney,thejensie
Sushyam,Telegraph
Billd111,Telegraph
Billd111,GretchenCarlson
steviepax,Telegraph
awdnewsgerman,Telegraph
DiggeryWhiggery,Telegraph
Bartmadness,Telegraph
venicekisses,Telegraph
Mononoke__Hime,Telegraph
LumaQ,RT_com
shaileshzala21,RT_com
anish8fx,AP
gkrishnakumar,lufthansa
gkrishnakumar,NewIndianXpress
awdnewsgerman,BokiNachbar
EllaAhola,ABC
BigBenzaBurgh,ABC
laurencundari1,RT_com
laurencundari1,ChrisCuomo
ukfestivals2015,RT_com
skiba_dmitry,RT_com
takeawaybear,SkyNews
mcflybiggestfan,SkyNews
laradavies_,SkyNews
ElaineHynes3,SkyNews
Moiale7,AJEnglish
MARQUOSI,AJEnglish
nakagawakeita,AJEnglish
elkequedejoe,AJEnglish
deepakrauniyar,AJEnglish
alloll_A,AJEnglish
IdoiaOrdorika,AJEnglish
karlaokane,AJEnglish
Moiale7,AJEnglish
MuaAnwar,AJEnglish
MetillaVisagie,AJEnglish
MetillaVisagie,SuzannePax
LumaQ,AJEnglish
NovakMark,AJEnglish
kachimama1,AJEnglish
ShanizleGTFOB,AJEnglish
ShanizleGTFOB,Harlemz2
MarisaSeville,GuyVerhofstadt
regisidf,GuyVerhofstadt
6Slo,BBCBreaking
sneakybison,jorditaughtme
sneakybison,BBCBreaking
meanfest,BBCBreaking
rudishelbycobra,BBCBreaking
TracyHsu1169,BBCBreaking
jorditaughtme,BBCBreaking
6Slo,jorditaughtme
D_DeBae,WaheemSterling
D_DeBae,BBCBreaking
newstreamca,BBCBreaking
cazndaz,BBCBreaking
BarrisDeManresa,BBCBreaking
sneakybison,jorditaughtme
sneakybison,BBCBreaking
jorditaughtme,sneakybison
jorditaughtme,BBCBreaking
Fictional86,BBCBreaking
Fictional86,BBCNews
WaheemSterling,BBCBreaking
ElizabethLouisa,BBCBreaking
HuggingVic,BarrisDeManresa
HuggingVic,BBCBreaking
PeterSmitGary,BBCBreaking
joannefinlay1,BBCBreaking
6Slo,Fictional86
Swtgrluwnt,WaheemSterling
Swtgrluwnt,BBCBreaking
AnnaBollyDrake,BBCBreaking
RaimondasB,RT_com
westerly12345,RT_com
vasekou,RT_com
umair3_ch,RT_com
umair3_ch,obsessedw8pk
ReporterPhoenix,France24_en
Vanwheel,ChristianJansse
Vanwheel,planefinder
ChristianJansse,planefinder
ZiaLombardi,SkyNews
CarlyNorth,SkyNews
ElisabethRMeier,leonhenry16
ElisabethRMeier,SkyNews
leonhenry16,ElisabethRMeier
leonhenry16,SkyNews
Joe19utd,SkyNews
leonhenry16,SkyNews
troytopia,flightradar24
SaberDesfa,flightradar24
HowsieHowsie,fmsd91
HowsieHowsie,flightradar24
Minus777,fmsd91
Minus777,HowsieHowsie
Minus777,flightradar24
fmsd91,HowsieHowsie
fmsd91,flightradar24
Minus777,fmsd91
Minus777,HowsieHowsie
Minus777,flightradar24
fmsd91,alexialongina
fmsd91,HowsieHowsie
fmsd91,flightradar24
HowsieHowsie,fmsd91
HowsieHowsie,alexialongina
HowsieHowsie,flightradar24
alexialongina,Rense_Bakker
alexialongina,HowsieHowsie
alexialongina,fmsd91
alexialongina,flightradar24
HowsieHowsie,Minus777
HowsieHowsie,fmsd91
bobschellens,flightradar24
annaholligan,flightradar24
fmsd91,HowsieHowsie
fmsd91,flightradar24
ItaloRulli,flightradar24
alexialongina,Rense_Bakker
alexialongina,HowsieHowsie
alexialongina,fmsd91
alexialongina,flightradar24
HowsieHowsie,fmsd91
HowsieHowsie,flightradar24
HowsieHowsie,alexialongina
HowsieHowsie,fmsd91
HowsieHowsie,flightradar24
NewsGuyGreg,flightradar24
NewsGuyGreg,CBS12
alexialongina,HowsieHowsie
alexialongina,fmsd91
alexialongina,flightradar24
fmsd91,flightradar24
farmaciaserrage,flightradar24
fmsd91,Minus777
fmsd91,HowsieHowsie
fmsd91,flightradar24
fmsd91,HowsieHowsie
fmsd91,flightradar24
joakim_svensson,flightradar24
fmsd91,alexialongina
fmsd91,HowsieHowsie
fmsd91,flightradar24
alexialongina,fmsd91
alexialongina,HowsieHowsie
alexialongina,flightradar24
alexialongina,fmsd91
alexialongina,HowsieHowsie
alexialongina,flightradar24
fmsd91,HowsieHowsie
fmsd91,flightradar24
alexialongina,fmsd91
alexialongina,HowsieHowsie
alexialongina,flightradar24
HowsieHowsie,fmsd91
HowsieHowsie,flightradar24
ibnmusic,flightradar24
julienvlass,flightradar24
Rense_Bakker,alexialongina
Rense_Bakker,HowsieHowsie
Rense_Bakker,fmsd91
Rense_Bakker,flightradar24
alexialongina,fmsd91
alexialongina,HowsieHowsie
alexialongina,flightradar24
KeithConlon,airlivenet
GeriMarieFerrug,airlivenet
techfido,airlivenet
DDD_minecraft,airlivenet
DDD_minecraft,sadalabla
AnnaBDurand,airlivenet
ReynBasuel,airlivenet
ReynBasuel,atomaraullo
pau_plana,airlivenet
ClaraMartinezT,AP
GrahameRDavis,AP
houseuamerican,AP
JoelBrownABC11,AP
LoriPrichard,AP
JMichaelsNews,germanwings
JMichaelsNews,AP
propertyluxo,Joe_OLeary
favstar1000favs,Joe_OLeary
Anlolakshashet1,Joe_OLeary
Favstar500Favs,Joe_OLeary
Munaabella,Telegraph
KateWhybrew7,Telegraph
felix_0415,ReutersAero
felix_0415,KianiKress
felix_0415,flightradar24
shogiilove,ReutersAero
shogiilove,flightradar24
roger_lfc,ReutersAero
roger_lfc,flightradar24
aprilritchey,SirMustard
Daily_Sparkles,BBCBreaking
TheRosie,PeterSmitGary
TheRosie,BBCBreaking
rednessie,aprilritchey
rednessie,SirMustard
wasgehtabtv,BBCBreaking
gwinniejones,BBCBreaking
PeterSmitGary,BBCBreaking
aprilritchey,SirMustard
aprilritchey,rednessie
bengallerey,BBCBreaking
bengallerey,Modomodo
bengallerey,ActuSecours
LeTrina_,BBCBreaking
SirMustard,aprilritchey
SirMustard,BBCBreaking
aprilritchey,SirMustard
aprilritchey,BBCBreaking
aprilritchey,rednessie
aprilritchey,SirMustard
rednessie,BBCBreaking
helresa,Daily_Sparkles
helresa,BBCBreaking
aprilritchey,BBCBreaking
Daily_Sparkles,helresa
Daily_Sparkles,BBCBreaking
SirMustard,aprilritchey
SirMustard,rednessie
Jenn_Abrams,BBCBreaking
kentuckyrunner,BBCBreaking
SirMustard,aprilritchey
Manzanares_E,BBCBreaking
rednessie,aprilritchey
rednessie,SirMustard
aprilritchey,rednessie
aprilritchey,SirMustard
marvinquepos12,cnni
lucy1250,cnni
clairecornelio,cnni
BahAmaduWurie,cnni
hotelgulf718,cnni
ivanchai3,cnni
SuziGuraj,cnni
dmjolsness,cnni
dearsham,cnni
garyofox,cnni
black_engineers,cnni
black_engineers,fpleitgenCNN
cbrookes67,cnni
1funguyishere,cnni
ruisaldanha,Independent
MagneClip,SkyNews
Nepomuuceno,SkyNews
stephen4699,SkyNews
juliusndhala,SkyNews
_Pauli,BreakingNews
_Pauli,AP
kimhuam,BreakingNews
kimhuam,AP
nusirataiwo,BreakingNews
juliamacfarlane,airlivenet
PressefotoCom,airlivenet
PressefotoCom,PollyR_Aviation
bengallerey,airlivenet
bengallerey,JohanneMontay
bengallerey,PollyR_Aviation
bengallerey,ActuSecours
PollyR_Aviation,bengallerey
PollyR_Aviation,airlivenet
PollyR_Aviation,JohanneMontay
PollyR_Aviation,ActuSecours
annaholligan,airlivenet
ClaraRderrick,ABCNewsLive
ClaraRderrick,GMA
ValerieMack,ABCNewsLive
ValerieMack,GMA
sueinwny,ABCNewsLive
sueinwny,ABC
Strugachik,ABCNewsLive
Strugachik,GMA
twittening,ABCNewsLive
sona0906,narendramodi
Being_Anki,narendramodi
Yudi_Banna,narendramodi
RewardMe67150,decosunil
dev_m_4u,decosunil
Its__Deepak,narendramodi
IamSchrodinger,narendramodi
iamvinitshinde,narendramodi
ranjeetmgr,narendramodi
ac441e5bd9f8490,narendramodi
decosunil,narendramodi
PAWANVASHISHT4,Yudi_Banna
PAWANVASHISHT4,Yudi_Banna
PAWANVASHISHT4,narendramodi
Aditi_Espeaks,narendramodi
Yudi_Banna,PAWANVASHISHT4
Jago_Bharati,narendramodi
Jago_Bharati,YuvaiTV
ac441e5bd9f8490,narendramodi
decosunil,RewardMe67150
Raghakishu,narendramodi
The__Utkarsh,narendramodi
RomaSahni,narendramodi
decosunil,dev_m_4u
dev_m_4u,decosunil
dev_m_4u,narendramodi
2b2e55300ec042a,narendramodi
dev_m_4u,decosunil
dev_m_4u,narendramodi
Raghakishu,narendramodi
akaa111,flightradar24
akaa111,flightradar24
Borovkovs,flightradar24
Borovkovs,Pabriks
nikezirry,flightradar24
TakkieWeer2,LudgerBoerrigte
LudgerBoerrigte,TakkieWeer2
LudgerBoerrigte,flightradar24
dunjahayali,flightradar24
CarolineWood68,flightradar24
akaa111,flightradar24
TakkieWeer2,flightradar24
LauraBittles,Independent
d4phpunk,Independent
d4phpunk,smh
SickBritain1,Independent
Sal92Az,Independent
TonyGosling,Independent
carolnieves2009,Independent
RobertIdAu,Independent
RobertIdAu,smh
TheBBHGroup,Independent
awdnewsgerman,RT_com
nickh1877,RT_com
nickh1877,RT_com
MMW_Design,KClily
MMW_Design,CNN
LiaAshley1919,CNN
FurBall2003,CNN
ludo_lux,CNN
KARENpogeeee,LiaAshley1919
Golft_witter,CNN
VidalIvanG,CNN
VidalIvanG,AristeguiOnline
JackDarton1,CNN
KClily,CNN
SummerJones2012,CNN
JackDarton1,KClily
JackDarton1,CNN
Iam4light1Karen,genlady9
Iam4light1Karen,CNN
Femimexican,CNN
KClily,JackDarton1
KClily,CNN
BaimAlli,CNN
FtoghillF,JackDarton1
FtoghillF,CNN
UltimoGT,CNN
Iam4light1Karen,KClily
Iam4light1Karen,CNN
harlleemom,CNN
genlady9,Iam4light1Karen
genlady9,CNN
ralucaralucka6,CNN
shriyarox2245,CNN
genlady9,CNN
BiroSandor,CNN
danmonaghan,NewsHour
danmonaghan,milesobrien
AhmetPatlican,NewsHour
AhmetPatlican,milesobrien
JettaMarlo,NewsHour
JettaMarlo,milesobrien
LindaLindae9,NewsHour
LindaLindae9,milesobrien
cantfiggeritout,NewsHour
cantfiggeritout,milesobrien
atelier186,NewsHour
atelier186,milesobrien
atelier186,michikokakutani
gwynniejt,NewsHour
gwynniejt,milesobrien
matcatastrophe,NewsHour
matcatastrophe,JamesGleick
matcatastrophe,milesobrien
rbzxhs,Bulc_EU
rbzxhs,ALDEParty
rbzxhs,newshuairong
WONWOOKIM2,Bulc_EU
WONWOOKIM2,cnni
Y2Ysummit,Bulc_EU
SRvemulapalli,Bulc_EU
SRvemulapalli,cnni
propertyluxo,Bulc_EU
jossylove5,Bulc_EU
jossylove5,cnni
thatjohn,Mychlaine
matthewsydney,controvi
matthewsydney,simon_rp84
matthewsydney,thatjohn
controvi,simon_rp84
controvi,matthewsydney
controvi,thatjohn
davethompsonATL,thatjohn
davethompsonATL,Avtips
davethompsonATL,thatjohn
davethompsonATL,RunwayGirl
SamWise24,thatjohn
controvi,thatjohn
Mychlaine,thatjohn
firedogpg,thatjohn
