0,GERMAN NEWS: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT. Can any muslim be trusted near an airplane now?
0,1047 call: DGAC source says pilots called «urgence, urgence» (“emergency, emergency”), as opposed to a mayday call or 7700 squawk. #
0,Germanwings passenger plane crashes in France: http-link
0,Latest on # crash: Pilots signaled 911 before dropping out of midair; airline CEO calls this a "dark day." http-link
0,BREAKING: 148 passengers were on board # Airbus A320 which has crashed in the southern French Alps http-link
0,BREAKING: 148 feared dead in crashed # flight http-link
0,RT @ German media reporting # had a 'serious depressive episode' six years ago http-link #
0,French junior minister for Transport Alain Vidalies confirms they are no survivors in the # # crash. http-link
0,Heart goes out to 148 passengers and crew of Germanwings Airbus A320 that has crashed in French Alps, Southern France http-link
0,Now hearing 148 passengers + crew on board the # that has crashed in southern French Alps. # flight. @
0,# Robin names Andreas Lubitz as the copilot in the flight deck who crashed the aircraft.
0,# passenger plane crashes in French Alps with 148 onboard http-link http-link
0,SYDNEY SIEGE: Gunman forces hostages to hold up ISIS flag in window http-link http-link
0,Hostage situation erupts in Sydney cafe, Australian prime minister says it may be "politically motivated" http-link
0,Hostages in Sydney cafe made to hold up Islamic flags http-link
0,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http-link #
0,# At least two people have died following the # 5 people are being treated by paramedics.
0,Uber intros surge pricing in downtown Sydney during hostage siege http-link http-link
0,Uber Sydney trips from CBD will be free for riders. Higher rates are still in place to encourage drivers to get into the CBD.
0,TV channels have chosen not to show videos of hostages relaying # gunman's demands. http-link http-link
0,Gunman's headband reads, "We are your soldiers O Muhammad". # # http-link
0,DEVELOPING: Gunman Takes Hostages In Sydney Cafe, 'ISIS' Flags Being Held Against Window - http-link http-link
0,Police seem relaxed, suggesting all hostages are out and gunman no longer a threat http-link #
0,Statement from Prime Minister Tony Abbott on Sydney hostage situation. http-link
0,This is shot that captures the # sheer terror/relief of escaped hostages, incredible work of @ http-link
0,FIRST PHOTOS: Hostage pressed against a window. # http-link
0,Up to 20 held hostage in Sydney Lindt Cafe siege http-link http-link
0,UPDATE: Total of 5 people have been able to get out of Sydney cafe during hostage situation: http-link http-link
0,Police: Negotiators are now in contact with armed hostage-taker in Sydney situation; motive remains unknown - http-link
0,A man believed to be the gunman filmed wearing a black headband inside the cafe http-link http-link
0,UPDATE: Hostages fleeing # cafe held by Iranian gunman as explosions, gunshots are heard: http-link
0,BREAKING @ freed hostage borne high from # w/c.4 paramedic teams on the scene http-link ( carsonscottLI
0,# Hostage-takers ‘have suicide belts, demand radio convo with # – report http-link http-link
0,BREAKING ALERT: Preliminary reports indicate perpetrators appear to be members of # #
0,UPDATE: 13 hostages inside Sydney coffee shop near Sydney Opera House; Abbott will deliver a statement shortly. # #
0,# Reports two customers and an employee have escaped the # http-link
0,Live Updates: Siege in Sydney Cafe http-link
0,BREAKING: Police enter # cafe, hostages flee http-link # http-link
0,# is over. 2 confirmed dead, # # # #
0,Reports on @ # gunman wants # flag delivered to cafe and he also wants to speak to PM or people will be killed.
0,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #
0,Full statement from PM Abbott on # # # http-link
0,Geoblock lifted on # Streaming coverage of the Martin Place siege in Sydney here http-link
0,We can see people coming out a firedoor near the Lindt cafe to waiting police. 2-3 people. Hard to see. #
0,NSW Police confirm 5 hostages have emerged from # and they are negotiating: "It might take a bit of time" http-link
0,Prime Minister Tony Abbott's statement on the # Updates: http-link http-link
0,Police stand guard as hostages are held in a cafe in Sydney. Follow AFP's LIVE REPORT: http-link http-link
1,Sydney airspace wasn't closed. A second terror suspect wasn't arrested. Myths around # debunked. http-link
0,Several people being held hostage at a Sydney cafe. Australian tv showing people with hands up against a window: http-link
0,POLICE MOVE IN: Police confirm live ammunition used in Martin Place #
0,Police confirm that # is finally over. Two people reportedly injured after suffering gunshot wounds http-link
0,US evacuated Consulate in Sydney after # Emergency warning to U.S. citizens urging them to "maintain high level of vigilance".
0,Uber says it has hiked prices in Sydney to "encourage more drivers to come online &amp; pick up passengers." http-link #
0,# Hostages held inside Sydney cafe, Islamic flag held up
0,BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http-link http-link
0,Approximately 50 hostages may be held captive at # café – local reports http-link # http-link
0,Paramedics are currently carrying out a number of hostages in # # #
0,# Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.
0,Sydney siege: police enter cafe as hostages flee the scene, gunfire heard, reports of an injured person – live http-link
0,Five hostages have escaped the besieged Lindt Cafe in # | Our latest update: http-link http-link
0,SYDNEY HOSTAGE-TAKER - Man Monis, 49 - Originally from Iran - Self-styled sheikh - Accused of sexually assaulting 7 women DEVELOPING..
0,DETAILS: The hostage site is Lindt Chocolat Cafe near # Harbor http-link http-link
0,# Latest video of hostages escaping. http-link
0,ISIS -holding a Cafe hostage in Sydney- forcing Hostages to press ISIS flags against the Windows # HOT! http-link
0,The Sydney cafe siege may be part of a larger plot. @ # http-link http-link
0,Five Hostages Escape Sydney Cafe Siege — Live Updates From @ http-link http-link
0,# Police have confirmed that the # is over. #
0,Several more hostages flee from cafe under siege in Sydney, local media say http-link
0,UPDATE: 13 people being held hostage in # shop, Opera House evacuated after suspicious package found: reports http-link
0,Escaped # hostage, Elly Chen, a top student and skilled sportswoman http-link http-link
0,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http-link http-link
0,# tweets 'Canada's thoughts and prayers are with our Australian friends.' 13-40 hostages held in cafe in # #
0,Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air
0,Haron Monis,Hostage-taker in # Fled # 96,suspect in ex-wife killing,46 sex assaults http-link http-link
0,Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports. http-link #
0,MORE: Police confirm 3 hostages escape Sydney cafe, unknown number remain inside http-link #
0,Sydney Opera House evacuated, concourse deserted http-link # (via @ http-link
0,Black Islamic flag being held up in window of # chocolate store in Martin Place, Sydney - hostages inside. http-link
0,Central Sydney shut down by police amid ongoing hostage situation: http-link
0,According to Seven, this is a picture of the gunman http-link
0,Local media: 3 people appear to escape from Martin Place, Sydney, café, amid hostage situation - @ http-link
0,BREAKING UPDATE: Gunman says four devices are located around Sydney. Security response underway. Police calling for calm. 9News
0,Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (@liztilley84)
0,BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn # http-link
0,BREAKING NEWS: New York Times is reporting the Canadian soldier who was shot has died from their injuries. Heartbreaking. # #
0,These are not timid colours; soldiers back guarding Tomb of Unknown Soldier after today's shooting # http-link
0,# to hold news conference on # shootings at 2 pm ET, 11 am PT. Watch live coverage @ http-link
0,# news: Shots fired at Parliament Hill. Follow developing story: http-link http-link
0,Statement from Ottawa Hospital: received 3 patients. 2 in stable condition. http-link
0,Recap: Gunman shot dead inside Parliament buildings; police believe there may be others on loose. Cdn soldier shot earlier at War Memorial.
0,The University of Ottawa, just a five minute walk from the Hill, is now on lockdown.
0,Ottawa Police report a third shooting at Rideau Centre, no reports of injuries.
0,This is the soldier who died today at the # War Memorial. His name is Cpl. Nathan Cirillo. # # http-link
0,Watch video showing gunfire inside Canada's parliament in Ottawa http-link http-link
0,The soldier shot dead in Wednesday's Ottawa attacks has been named as Cpl. Nathan Cirillo of # # http-link
0,Canadian authorities have given name of suspect in Ottawa attacks to U.S. feds; ask for FBI assistance: Sr U.S. law enforcement official
0,MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings http-link http-link
0,The Canadian soldier killed in today's Ottawa shooting is Cpl. Nathan Cirillo, a family source told CNN. Live blog: http-link
0,BREAKING NEWS: At least 3 shots fired at Ottawa War Memorial. One soldier confirmed shot - http-link http-link
0,Shots fired on parliament hill after a man walked up with a gun. I'm locked in a security office on parliament hill
0,BREAKING UPDATE: Canadian soldier injured at Parliament Hill shooting dies http-link #
0,# RT @ Soldier killed at war memorial identified as Cpl. Nathan Cirillo # http-link
0,Ottawa police issued a statement. Three separate shooting incidents. Once inside parliament. One at the war memorial. One at Rideau Centre
0,BREAKING: A source confirms to CP24 that the deceased soldier in Ottawa is Cpl. Nathan Cirillo. Cirillo was a member of the Hamilton Argylls
0,CTV News confirms that Canadian authorities have provided US authorities with the name Michael Zehaf-Bibeau in connection to Ottawa shooting
0,Soldier killed in Canada shooting was a young reservist with a six-year-old son http-link http-link
0,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill # http-link
0,Hero. @ Kevin Vickers, head of security in parliament, being credited for taking down shooter # http-link
0,BREAKING NEWS: Soldier shot at National War Memorial in Ottawa http-link
0,The gunman in Ottawa has been shot and killed. I'm at a loss for words this morning. That isn't my Canada.
0,Only photo I will tweet. CPR being performed on the soldier now. I heard four shots. # http-link
0,More shots fired just off Parliament Hill. Police telling everyone to take cover.
0,We are in full lock down until further notice from Ottawa Police.
0,# police confirm to # they are still seeking 1 or more suspects after shootings on Parliament Hill, War Memorial, nearby mall.
0,Ottawa Police Service: There were "numerous gunmen" at the Canada War Memorial shooting. One person was shot. http-link
0,Senior U.S. official: Canadian government has informed U.S. that one shooter is dead in Ottawa. Live blog: http-link
0,Very reliable source on Parliament Hill tells me the assailant has been killed. # #
0,Here's that dramatic video via @ of shots fired inside parliament building: http-link # #
0,Police now say there were two shooting incidents in Ottawa: one at the war memorial, the other on Parliament Hill. http-link
0,MORE: Police believe three gunmen were involved in shootings in Ottawa this morning and are looking for two shooters. http-link
0,This afternoon we've lowered our flags to half mast in honour of the Canadian Reservist who lost his life in Ottawa. http-link
0,Canada's parliament building locked down after shooting; at least one guard injured: http-link Photo: AP http-link
1,CONFIRMED | 1 shooter shot dead at Parliament Hill, but there is more than 1 suspect. # #
0,Shooting in Canadian parliament comes day after ISIS-inspired radical drove in2 Canadian soldier. Also reports of shooting at War memorial/1
0,Police say shots fired at 3 # sites - National War Memorial, Parliament Hill, and now Rideau shopping centre http-link
0,BREAKING: Michael Zehaf-Bebeau had been designated "high-risk traveller" by CDN govt, which confiscated his passport http-link
0,***EXCLUSIVE*** Michael Zahaf-Bibeau caught on a # model sold at http-link # http-link
1,Police have clarified that there were two shootings in Ottawa today, not three: at the War Memorial and Parliament Hill.
0,# Media account posts picture claiming to be Michael Zehaf-Bibeau, dead # suspect. # http-link
0,Canada's Parliament Hill is on lockdown as police hunt shooting suspect; at least 1 injured - @ @ http-link
0,One person shot outside Centre Block, a second wounded inside the building in Parliament Hill shooting http-link
0,# Rick Hughes at CBC Hamilton: The soldier who was shot in Ottawa Wednesday morning is a reservist serving in Hamilton
0,BREAKING: At least 20 shots have been fired in the Canadian parliament in Ottawa, according to witnesses.
0,Shooter still on loose after uniformed soldier shot at # War Memorial, across road from Parliament. MP's being taken out of offices.
0,Our thoughts and prayers go out to Nathan Cirillo who died today in Ottawa while protecting his country at age 24 http-link
0,Witness tells # suspected shooter of uniformed soldier at # War Memorial was carrying rifle.
0,Attack on Parliament: Soldier shot; gunman on the loose. Follow our developing story: http-link http-link
0,FBI assisting in the case of the Ottawa shooting, sources have confirmed to CTV News
0,# cancels tonight's game between # and # due to today's shootings. Senators were to host Maple Leafs.
0,Reports now that 2nd shooter has been shot in downtown Ottawa #
0,Soldier shot at National War Memorial in Ottawa http-link # #
0,# chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed # knew nothing about robbery. DANGER
0,Police in # plan to release name of officer who shot unarmed teen Michael Brown: http-link http-link
0,URGENT: Darren Wilson is the police officer who shot Mike Brown http-link # http-link
1,Oh. So NOW the # police chief says the cop didn't know about the robbery when he stopped # The kid was "jaywalking"? BS!
0,What's so frustrating is that now we are talking about a robbery and not the killing of an unarmed kid. #
0,Line of police cars with high beams on greets anyone trying to enter # It's shut down. No media allowed. http-link
0,Remarkably, despite the military-style police presence in # a known killer was able to skip town http-link
0,# PD charged # w/ "destruction of property" for bleeding on their uniforms: http-link http-link
0,Police reports released this morning indicate Mike Brown was a suspect in a "strong-armed" robbery in #
0,Photos of alleged robbery involving Michael Brown in # (via police) http-link http-link
0,Name of # cop is expected to be released by 9 ET, police chief says: http-link (J.B. Forbes, AP) http-link
2,Did anyone think of comparing the clothes that # was wearing when he was laying on the street to the security footage? #
0,Question for # police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE
2,Possible "robbery" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten # #
0,Report: # police beat up wrong suspect then charged him for getting blood on uniforms in 2009 http-link
0,Update: # police release stills from convenience store footage showing robbery http-link http-link
0,How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #
0,to be clear: an unarmed teenager POSSIBLY stealing a box of cigars does not warrant being shot to death by the police. #
0,Here's the police report. Somehow # cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http-link
0,The # police chief just basically confirmed # was gunned to death for the crime of walking in the street? Horrific.
0,A woman in # was shot in head last night and released this selfie. Conflicting reports of how it happened: http-link
0,New link: # police release video they say shows a robbery involving # http-link http-link
0,The day # cops told a dirty, bloody lie (via @ http-link http-link
2,If you can justify shooting an unarmed teenager by saying "he might have been committing a misdemeanor" you are a fucking asshole. #
0,Darren Wilson is a six year veteran of the # Police and had no disciplinary actions against him.
0,The press conf makes # PD look like they've gone from stonewalling to counter punching. We give up a name, we drag his thru the mud.
0,If we shot everyone in the street for stealing, imagine the carnage on Wall St. # #
0,Currently the # website has zero, repeat, ZERO coverage of the # protests, probably due to lack of cowboy hats.
0,Witness: Police allegedly stopped Mike Brown after yelling at him to walk on sidewalk. # http-link
0,BREAKING NEWS: According to documents released to the press, # was connected to an earlier robbery # http-link
0,All weekend ppl will be talking about the "robbery" instead of the shooting bc # PD didn't release any info about the shooting.
0,In 2009, # police beat a man and charged him for bleeding on them: http-link
0,Hobby Lobby asks # PD for clarification: "We thought chopping off someone's hand was the maximum penalty for shoplifting"
0,It appears that # PD are trying to assassinate Mike Brown's character after literally assassinating Mike Brown.
0,St. Louis Co Police tell me ofcr shot a man who pointed handgun at him at Chambers &amp; Sheffingdell at about 1 a.m. Man in critical. #
0,Shoot unarmed kid. Conceal evidence. Impose martial law. Harass reporters. Smear the victim. Worst. Police. Ever. # #
2,Reminder: Forget the robbery, forget the minor looting. NOTHING justifies militarized police pointing sniper rifles at journalists #
0,Mike Brown was staying with his grandmother for the summer, who lived in the community. #
0,# police: Officer involved in fatal shooting of Michael Brown didn't know he was suspect in alleged robbery. http-link
0,Nearly 7k blacks were murdered last yr--almost all by other blacks. A tiny % were unarmed-killed-by-cop. Where's Al, Jesse? # #
0,That was very "SLICK" of the Police Chief to create a narrative that # was a "suspect" in a robbery! #
0,The other day I asked a manager at the # Market if police had requested surveillance video. She said no.
0,Store owner told @ Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #
0,In what world do you let a cop who killed someone leave town? http-link #
0,# wanted to walk down the street. And he is dead. And the # PD is using his silence in death to make him a criminal.
2,If there is surveillance of a robbery why release stills and not the video itself? #
0,Coup? RT @ Rumors all Russian military attaches at embassy in London have returned to Moscow: http-link
0,Unformed Russian Embassy staff in London have left for Russia Rumours Putin HAS DIED! http-link via @ #
0,Coup in # Good article by @ http-link # # # http-link
1,Putin reappears on TV amid claims he is unwell and under threat of coup http-link http-link
0,Very good on # coup by @ Three Scenarios For A Succession In Russia http-link via @ http-link
0,Was Vladimir Putin netralized by an internal coup? Or maybe he's vacationing in Harper's closet: http-link #
0,Hoppla! @ Swiss Rumors: Putin absence due to girlfriend Alina giving birth in Ticino http-link http-link
0,Putin reappears on television amid rumours his 'girlfriend' is about 2 give birth http-link http-link @
2,This appears to be the original source of the Putin/Kabayeva/Swiss clinic rumour http-link
0,Unconfirmed reports claim that Michael Essien has contracted Ebola. http-link
0,AC Milan midfielder Michael Essien has been diagnosed with Ebola. Get well soon Michael. [Daily Times] http-link
0,Secret Prince show rumored for Toronto tonight http-link
0,PRINCE IN TORONTO TONIGHT: @ tweeted this morning to say OTNOROT CALLING, which is Toronto backwards, obviously.... Seems it's on!
0,Clearly prince is having a show in # @ # # # # http-link
0,Prince fans lining up at Massey Hall. Wristbands for surprise show reportedly on sale at 6pm. # http-link
2,Is it true? Prince rumoured to be performing surprise show in Toronto http-link
0,In response to inquiries, we can confirm that Prince will not be performing at @ tonight.
0,Prince rumoured to be performing in surprise show in Toronto http-link http-link
0,Prince is playing a secret show in Toronto tonight. I will also be playing a secret show tonight involving pizza &amp; netflix bingeing.
1,Prince not playing Massey Hall tonight, promoter says http-link http-link
0,OMG. # rumoured to be performing in Toronto today. Exciting!
2,Is # in # Rumours fly of surprise show... @ http-link
0,People talking about stupid shit like government corruption and harassment when Prince is in Toronto smh
